id,headline,person,stages,investment_locations,location,position,min_investment,max_investment,target_investment,headline,previous_position,previous_firm,areas_of_interest_freeform,no_current_interest_freeform,vote_count,firm,degrees,investments_on_record
5568,General Partner at TNT Ventures,Parker Thompson,Seed,San Francisco Bay Area,"San Francisco, California",general_partner,100000,10000000,1000000,General Partner at TNT Ventures,,,"Broadly, I am interested in any business that have great teams working in very large markets. Typically I like to see them when they have a small number of users/customers that love the product (pre-seed/seed) and I prefer to commit to rounds early and help founders put together the rest of the round whether it's pre-seed or Series A.","I am not interested in areas I don't understand: ad tech, security, biotech. I don't like anything ""for millennials.""

I am not interested in late-stage rounds. 

I am willing to look at a deck/blurb for just about anything though and am always curious to learn.",7,TNT Venture,"{'id': '2980', 'name': ""Master's of Information"", 'field_of_study': 'Intellectual Property Law and Technology', 'school': {'id': '32489', 'name': 'UC Berkeley School of Information', 'display_name': 'UC Berkeley School of Information', 'total_student_count': 1}}","{'id': '11479', 'company_display_name': 'OLSET', 'total_raised': ['$1.7M'], 'coinvestor_names': ['Leo Polovets (Susa Ventures)', 'Alireza Masrour (Plug & Play Ventures)', 'Morris Wheeler (Drummond Road Capital)', 'Steve Bennet (Bodega Partners)', 'Todd Kimmel (Montage Ventures)', 'Andrea Zurek (XG Ventures)', 'Daniel Shi'], 'investor_profile_funding_rounds': [{'id': '20710', 'is_lead': False, 'board_role': None, 'funding_round': {'id': '13943', 'stage': 'Seed Round', 'date': '2013-12-15T00:00:00Z', 'amount': '$450K'}}]}"
8089,General Partner at Fyrfly Venture Partners,Julie Maples,Seed,San Francisco Bay Area,San Francisco Bay Area,general_partner,100000,5000000,1500000,General Partner at Fyrfly Venture Partners,,,,,2,Fyrefly VC,"{'id': '4083', 'name': None, 'field_of_study': None, 'school': {'id': '34767', 'name': 'New Canaan High', 'display_name': 'New Canaan High', 'total_student_count': 1}}","{'id': '62326', 'company_display_name': 'Feed Media Group', 'total_raised': ['$1.2M'], 'coinvestor_names': ['Ullas Naik (Streamlined Ventures)'], 'investor_profile_funding_rounds': [{'id': '108390', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '59868', 'stage': 'Seed Round', 'date': '2014-09-03T00:00:00Z', 'amount': '$1.2M'}}]}"
6919,General Partner at Vertex Ventures,In Sik Rhee,Seed,"Palo Alto, California","Palo Alto, California",general_partner,500000,10000000,3000000,General Partner at Vertex Ventures,,,"edge computing, data security and governance, real time analytics, open source","ad tech, consumer services, marketing tech,",6,Vertex Ventures,"{'id': '2038', 'name': 'EECS', 'field_of_study': 'Electrical Engineering and Computer Science', 'school': {'id': '25978', 'name': 'UC Berkeley', 'display_name': 'UC Berkeley', 'total_student_count': 36}}","{'id': '19329', 'company_display_name': 'Hedvig', 'total_raised': ['$110M', 'SEK80M'], 'coinvestor_names': ['Vishal Vasishth (Obvious Ventures)', 'Ruth Foxe Blader (Anthemis Group)', 'Brian Long (Atlantic Bridge)', 'Umesh Padval (Thomvest Ventures)', 'Filip Dames (Cherry Ventures)', 'Khaled Helioui'], 'investor_profile_funding_rounds': [{'id': '12051', 'is_lead': False, 'board_role': {'id': '4770', 'title': 'Board Member'}, 'funding_round': {'id': '9206', 'stage': 'Series C', 'date': '2017-03-02T00:00:00Z', 'amount': '$22M'}}, {'id': '12055', 'is_lead': True, 'board_role': {'id': '4770', 'title': 'Board Member'}, 'funding_round': {'id': '9209', 'stage': 'Series B', 'date': '2015-06-01T00:00:00Z', 'amount': '$18M'}}]}"
6663,Founding Partner at Lobby Capital,Buddy Arnheim,Seed,"Los Altos Hills, California","Los Altos, California",general_partner,100000,10000000,5000000,Founding Partner at Lobby Capital,,,,,3,Lobby Capital,,"{'id': '11241', 'company_display_name': 'Peer5', 'total_raised': ['$2.5M'], 'coinvestor_names': ['Bobby Lent (Hillsven)', 'Boris Putanec (Hillsven)', 'Daniel Curran (Curran Rosschou Venture Capital)', 'Ed Roman (Hack VC)', 'Jack Levin', 'Emil Lee'], 'investor_profile_funding_rounds': [{'id': '5158', 'is_lead': False, 'board_role': None, 'funding_round': {'id': '4557', 'stage': 'Seed Round', 'date': '2017-03-31T00:00:00Z', 'amount': '$2.5M'}}]}"
9565,Founder and General Partner at Emergence Capital,Gordon Ritter,Series D,San Francisco Bay Area,San Francisco Bay Area,general_partner,1000000,12000000,8000000,Founder and General Partner at Emergence Capital,,,,,3,Emergence Capital,"{'id': '642', 'name': 'B.A.', 'field_of_study': 'Economics', 'school': {'id': '25243', 'name': 'Princeton University', 'display_name': 'Princeton University', 'total_student_count': 98}}","{'id': '12852', 'company_display_name': 'Navera', 'total_raised': ['$8M'], 'coinvestor_names': ['Bill Ericson (Wildcat Ventures)'], 'investor_profile_funding_rounds': [{'id': '11108', 'is_lead': False, 'board_role': None, 'funding_round': {'id': '3254', 'stage': 'Series B', 'date': '2014-10-21T00:00:00Z', 'amount': '$8M'}}]}"
6798,General Partner at U.S. Venture Partners,Jacques Benkoski,Series A,"San Francisco, California","Menlo Park, California",general_partner,2000000,10000000,6000000,General Partner at U.S. Venture Partners,,,I am most interested in solving business problems and building big companies in the process. That includes enterprise software and cloud and all the underlying technologies. I am naturally more attracted to companies with a technical breakthrough and love to scale companies.,I am mostly not interested in anything B2C unless there is a business that benefits from the consumer using the product and paying for it. I am skeptical about cleantech and fintech but can sometimes be convinced if there is a clear business angle.,9,U.S. Venture Partners (USVP),"{'id': '3421', 'name': 'Msc/PhD', 'field_of_study': None, 'school': {'id': '25268', 'name': 'Carnegie Mellon University', 'display_name': 'Carnegie Mellon University', 'total_student_count': 57}}","{'id': '23268', 'company_display_name': 'Cato Networks', 'total_raised': ['$530M'], 'coinvestor_names': ['Jerry Chen (Greylock)', 'Yoni Cheifetz (Lightspeed Venture Partners)', 'Shlomo Kramer (Cyberstarts VC)', 'Theresia Gouw (aCrew Capital)', 'Steve Krausz (U.S. Venture Partners (USVP))'], 'investor_profile_funding_rounds': [{'id': '61303', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '16496', 'stage': 'Series A', 'date': '2015-10-27T00:00:00Z', 'amount': '$20M'}}]}"
6745,"Co-Founder & GP at Moment Ventures, a seed VC in the Future of Work, which we define as SW transforming the operations of other large industries",Clint Chao,Seed,"Palo Alto, California","Palo Alto, California",general_partner,250000,1500000,1000000,"Co-Founder & GP at Moment Ventures, a seed VC in the Future of Work, which we define as SW transforming the operations of other large industries",,,"I'm an early-stage technology B2B venture capital investor, investing in enterprise-facing tech startups driving transformation in the Future of Work in and across industry verticals with innovative new business models and typically a unique combination of technology and people. Industry interests include logistics, food, transportation, e-commerce, education, healthcare, oil &gas and more. Geographic focus single or hybrid-located startups across N. America.","Am not currently investing in semiconductor or capital-intensive hardware startups, and not focused on consumer",5,Moment Ventures,"{'id': '2392', 'name': 'B.S.', 'field_of_study': 'Electrical Engineering and Computer Sciences', 'school': {'id': '25231', 'name': 'University of California, Berkeley', 'display_name': 'University of California, Berkeley', 'total_student_count': 197}}","{'id': '9809', 'company_display_name': 'Vungle', 'total_raised': ['$26M'], 'coinvestor_names': ['Nihal Mehta (ENIAC Ventures)', 'Jeff Clavier (Uncork Capital)', 'Tim Young (ENIAC Ventures)', 'Hadley Harris (ENIAC Ventures)', 'Vic Singh (ENIAC Ventures)', 'Tim Draper (Draper Associates)', 'Carine Magescas (AngelPad)', 'Thomas Korte (AngelPad)', 'Wesley Chan (FPV Fund)', 'Lee Linden (Quiet Capital)', 'Don Butler (Thomvest Ventures)', 'Dino Vendetti'], 'investor_profile_funding_rounds': [{'id': '43418', 'is_lead': False, 'board_role': None, 'funding_round': {'id': '105', 'stage': 'Seed Round', 'date': '2012-05-02T00:00:00Z', 'amount': '$2M'}}, {'id': '134712', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '21432', 'stage': 'Seed Round', 'date': '2011-10-01T00:00:00Z', 'amount': '0'}}]}"
13699,"Invest in the US and India.  Make hard think simple, to make your sales faster.",Alexey Alexanov,Series A,California,"San Mateo, California",general_partner,100000,3000000,1000000,"Invest in the US and India.  Make hard think simple, to make your sales faster.",,,"I'm happy to start a conversation with seed/Series A companies. 
What I really love:
- onboarding/engagement services/platform/tools
- productivity services/tools
- b2b/ b2b2c model
- no-code/zero-code products","Travel, CyberSecurity, Biotech, and other crowded industry or industry with pretty long development and implementation cycles.",5,Cabra VC,,"{'id': '45980', 'company_display_name': 'Collectly', 'total_raised': ['$3.8M'], 'coinvestor_names': ['Paul Levine (Sapphire Ventures)', 'Cameron McLain (Giant Ventures)'], 'investor_profile_funding_rounds': [{'id': '57387', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '14081', 'stage': 'Seed Round', 'date': '2017-03-21T00:00:00Z', 'amount': '$1.9M'}}]}"
10113,General Partner at Gradient Ventures,Darian Shirazi,Pre-seed,San Francisco Bay Area,San Francisco Bay Area,general_partner,100000,8000000,1500000,General Partner at Gradient Ventures,,,,,2,Gradient Ventures,,"{'id': '17368', 'company_display_name': 'Philo', 'total_raised': ['$17M'], 'coinvestor_names': ['Patrick Chung (Xfund)', 'David Aronoff (Flybridge Capital Partners)', 'Mark Cuban'], 'investor_profile_funding_rounds': [{'id': '49374', 'is_lead': False, 'board_role': None, 'funding_round': {'id': '9135', 'stage': 'Series A', 'date': '2013-07-10T00:00:00Z', 'amount': '$6.3M'}}]}"
5795,Founder & General Partner at A.Capital,Ronny Conway,Series A,"Menlo Park, California",United States,general_partner,250000,3000000,1500000,Founder & General Partner at A.Capital,,,,,2,A Capital,"{'id': '5287', 'name': None, 'field_of_study': None, 'school': {'id': '25492', 'name': 'University of California, Los Angeles', 'display_name': 'University of California, Los Angeles', 'total_student_count': 53}}","{'id': '10828', 'company_display_name': 'Circle Medical', 'total_raised': ['$6.4M'], 'coinvestor_names': ['Craig Shapiro (Collaborative Fund)', 'Igor Ryabenkiy (Altair Capital Management)', 'Paul Buchheit (Y Combinator)', 'Jude Gomila (Jude Gomila Rolling Fund)', 'Louis Beryl', 'Ronny Conway'], 'investor_profile_funding_rounds': [{'id': '33453', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '19611', 'stage': 'Funding Round', 'date': '2018-11-02T00:00:00Z', 'amount': '$3.5M'}}]}"
7290,Partner & Co-founder at Naiss,Ed Fernandez,Series A,"Palo Alto, California","Palo Alto, California",general_partner,150000,3000000,500000,Partner & Co-founder at Naiss,,,"machine learning, AI",anything not data-driven,6,Naiss,"{'id': '7260', 'name': 'GSMP', 'field_of_study': 'Business Administration & Leadership', 'school': {'id': '25817', 'name': 'The University of Chicago - Booth School of Business', 'display_name': 'The University of Chicago - Booth School of Business', 'total_student_count': 47}}","{'id': '42799', 'company_display_name': 'Optimizing Mind', 'total_raised': [''], 'coinvestor_names': [], 'investor_profile_funding_rounds': [{'id': '32200', 'is_lead': None, 'board_role': {'id': '3595', 'title': 'Advisor'}, 'funding_round': {'id': '19099', 'stage': 'pre-seed', 'date': '2001-01-16T00:00:00Z', 'amount': '$0'}}]}"
6117,General Partner at Craft Ventures,Bill Lee,Series A,San Francisco Bay Area,"San Francisco, California",general_partner,1000000,50000000,25000000,General Partner at Craft Ventures,,,,,2,Craft Ventures,,"{'id': '16343', 'company_display_name': 'Pusher', 'total_raised': ['$17M'], 'coinvestor_names': ['James Wise (Balderton Capital)', 'Richard Muirhead (Fabric Ventures)', 'Eileen Burbidge (Passion Capital)', 'Joseph Ruscio (Heavybit)', 'Tom Drummond (Heavybit)', 'Adam Wiggins'], 'investor_profile_funding_rounds': [{'id': '3723', 'is_lead': False, 'board_role': None, 'funding_round': {'id': '3341', 'stage': 'Seed Round', 'date': '2011-06-09T00:00:00Z', 'amount': '$1M'}}]}"
12572,Managing Partner,Riley Florsheim,Seed,"Chicago, Illinois","Chicago, Illinois",general_partner,100000,5000000,350000,Managing Partner,,,Looking for moonshot ideas ready to breakout into exponential growth.,,6,Upheaval,,"{'id': '52012', 'company_display_name': 'Atomos Space', 'total_raised': ['$5.6M'], 'coinvestor_names': ['Steve Case (Revolution)', ""Chris Denny-Brown (O'Shaughnessy Ventures)"", 'Ian Rountree (Cantos Ventures)', 'Danielle Morrill (XFactor Ventures)', 'Dylan Taylor'], 'investor_profile_funding_rounds': [{'id': '53478', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '25260', 'stage': 'Convertible Note', 'date': '2018-12-12T00:00:00Z', 'amount': '$460K'}}]}"
9356,,Helen Zelman Boniske,Pre-seed,Seattle / Portland,"San Francisco, California",general_partner,500000,1250000,750000,,,,Full-stack startups (hw + sw) that sense and/or actuate the physical world.,"Consumer,  med tech, chips & bio.",8,Lemnos Labs,"{'id': '7382', 'name': 'B.S.', 'field_of_study': 'Mechanical Engineering', 'school': {'id': '25264', 'name': 'Massachusetts Institute of Technology', 'display_name': 'Massachusetts Institute of Technology', 'total_student_count': 116}}","{'id': '11109', 'company_display_name': 'Nima', 'total_raised': ['$13M'], 'coinvestor_names': ['Mitchell Kapor (Kapor Capital)', 'Jeff Clavier (Uncork Capital)', 'Brad Feld (Foundry Group)', 'Yves Sisteron (Upfront Ventures)', 'Matt Rogers (Incite Ventures)'], 'investor_profile_funding_rounds': [{'id': '32675', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '9789', 'stage': 'Seed Round', 'date': '2014-09-11T00:00:00Z', 'amount': '$4M'}}]}"
9568,General Partner at Emergence Capital,Jake Saper,Series A,San Francisco Bay Area,"San Francisco, California",general_partner,4000000,20000000,10000000,General Partner at Emergence Capital,,,"ML-powered B2B apps; high usage, product-led growth B2B apps",Consumer; hardware; biotech,8,Emergence Capital,"{'id': '3991', 'name': 'Master of Business Administration (MBA)', 'field_of_study': None, 'school': {'id': '25671', 'name': 'Stanford Graduate School of Business', 'display_name': 'Stanford Graduate School of Business', 'total_student_count': 26}}","{'id': '14031', 'company_display_name': 'Textio', 'total_raised': ['$42M'], 'coinvestor_names': ['Aileen Lee (Cowboy Ventures)', 'Stacey Bishop (Scale Venture Partners)', 'Roy Bahat (Bloomberg BETA)', 'Kent Goldman (Upside Partnership)'], 'investor_profile_funding_rounds': [{'id': '118440', 'is_lead': None, 'board_role': {'id': '4895', 'title': 'Board Observer'}, 'funding_round': {'id': '65126', 'stage': 'Venture Round', 'date': '2020-03-30T00:00:00Z', 'amount': '$12M'}}, {'id': '12298', 'is_lead': False, 'board_role': {'id': '4895', 'title': 'Board Observer'}, 'funding_round': {'id': '9367', 'stage': 'Series B', 'date': '2017-06-21T00:00:00Z', 'amount': '$20M'}}, {'id': '12302', 'is_lead': True, 'board_role': {'id': '4895', 'title': 'Board Observer'}, 'funding_round': {'id': '9370', 'stage': 'Series A', 'date': '2015-12-16T00:00:00Z', 'amount': '$8M'}}]}"
8117,Co-Founder and General Partner at Semble Ventures,Patrick Murphy,Series A,"San Francisco, California","San Francisco, California",general_partner,100000,10000000,1000000,Co-Founder and General Partner at Semble Ventures,,,,,2,Semble Ventures,,"{'id': '23474', 'company_display_name': 'Houseparty', 'total_raised': ['$70M'], 'coinvestor_names': ['James Currier (NFX)', 'Gigi Levy-Weiss (NFX)', 'David Tisch (BoxGroup)', 'Eden Shochat (Aleph VC)', 'Mike Vernal (Sequoia Capital)', 'Kevin Colleran (Slow Ventures)', 'Aviad Eyal (Entrée Capital Ventures)', 'Eyal Gura (Webtalk Ltd)', 'Nimrod Cohen (TAU Ventures)', 'Sebastien de Halleux (Graph Ventures)', 'Gordon Rubenstein (Raine Ventures)', 'Ron Rofe (Rainfall Ventures)', 'Scott Stanford (ACME Capital)', 'Lee Linden (Quiet Capital)', 'Josh Elman', 'Ron Gura'], 'investor_profile_funding_rounds': [{'id': '81155', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '8616', 'stage': 'Series B', 'date': '2015-03-27T00:00:00Z', 'amount': '$14M'}}]}"
13210,,Ed Walters,Pre-seed,New York City,New York City,general_partner,100000,1500000,750000,,,,"I'm incredibly interested in real estate technology. Right now, I'm exploring  the intersection of healthcare, wellness, digital technology and real estate.",I just can't get excited about new brokerage models or pure fintech.,4,Tamarisc Ventures,"{'id': '7280', 'name': 'MBA', 'field_of_study': None, 'school': {'id': '25192', 'name': 'Harvard Business School', 'display_name': 'Harvard Business School', 'total_student_count': 310}}","{'id': '19274', 'company_display_name': 'Bevi', 'total_raised': ['$59M'], 'coinvestor_names': ['Patricia Nakache (Trinity Ventures)', 'Ed Walters (Allegory)', 'William Hapworth'], 'investor_profile_funding_rounds': [{'id': '32257', 'is_lead': False, 'board_role': None, 'funding_round': {'id': '18603', 'stage': 'Series B', 'date': '2017-07-13T00:00:00Z', 'amount': '$17M'}}]}"
